Percentile,Accounting and Actuarial Science,advertising and public relations,aerospace engineering,agriculture production and management,animal sciences,anthropology and archeology,architecture,"area, ethnic, and civilization studies",art and music education,art history and criticism,Associate Degree,Average of all Majors,Biochemistry and Molecular Biology,biology,"Botany, Ecology, and Zoology",business economics,business management and administration,Chemical and Biological Engineering,chemistry,Civil and Architectural Egineering,commercial art and graphic design,communication disorders sciences and services,communication technologies,communications,community and public health,composition and speech,computer engineering,computer science,construction services,criminal justice and fire protection,criminology,drama and theater arts,early childhood education,economics,electrical engineering,elementary education,Energy and Extraction Engineering,engineering technologies,english language and literature,environmental science,family and consumer sciences,"film, video and photographic arts",finance,fine arts,forestry,general agriculture,general education,general engineering,general medical and health services,General Physical Science,general social sciences,geography,Geology and Earth Science,health and medical administrative services,High School Degree or GED,history,hospitality management,human resources and personnel management,human services and community organization,Industrial and Environmental Engineering,intercultural and international studies,interdisciplinary and multi-disciplinary studies (general),interdisciplinary social sciences,international business,international relations,journalism,language and drama education,liberal arts,Linguistics and Foreign Languages,management information systems and statistics,marketing and marketing research,mass media,Math and Science Teacher Education,Mathematics and Statistics,"Mechanical, Biomedical, and Marine Engineering",medical assisting services,medical technologies technicians,"Microbiology, Physiology, Pharmacology, Genetics, and Neuroscience",music,natural resources management,nursing,nutrition sciences,"operations, logistics and e-commerce",philosophy and religious studies,physical and health education teaching,"physical fitness, parks, recreation, and leisure","Physics, Astronomy, and Astrophysics",plant science and agronomy,political science and government,psychology,Public Administration and Public Policy,secondary teacher education,social science or history teacher education,social work,sociology,"Some College, No Degree",Some High School,special needs education,studio arts,theology and religious vocations,transportation sciences and technologies,treatment therapy professions,visual and performing arts
80,2816768.523,2316497.949,3413293.824,2358217.178,2318628.559,2107642.471,2355386.789,2492527.082,1599926.814,2086879.92,1430838.279,2516174.406,4721163.695,3793419.941,2994182.926,3421192.914,2493271.281,3580016.012,3694903.871,2957911.621,1877686.553,1974512.482,2018685.082,2214525.629,2179792.436,1910303.973,3410080.773,3025332.477,2821716.211,2027995.875,2081738.484,1732495.246,1367373.967,3904421.945,3474904.363,1496853.586,4038225.266,2592939.168,2160410.813,2190633.637,1632853.723,1977837.535,3553177.688,1713101.861,2082423.104,2164852.852,1633396.986,3073185.074,2042813.996,2729297.109,2094218.824,2181962.428,2532182.297,2106836.703,1061878.629,2597666.727,1954808.299,2179785.275,1467608.645,3175731.156,2464759.23,1697123.98,1999353.844,2645059.324,3107803.176,2243630.074,1621258.26,1945373.502,2138456.217,2825005.176,2560821.754,1997268.82,1764081.158,3057915.09,3299426.664,2054991.867,2047502.541,3629204.227,1776664.816,1982754.537,2180920.451,2050637.105,2719309.449,2529628.789,1732800.16,1952222.398,3408388.34,2064966.098,3176771.578,2074533.176,2593719.699,1694726.348,1772554.238,1554014.189,2014345.887,1280717.777,790050.5156,1638419.391,1609906.451,1523191.545,2967369.613,2157844.871,1620774.809
81,2880614.668,2361101.926,3458333.363,2427984.93,2358092.422,2153112.195,2391629.156,2555051.773,1623996.785,2136518.775,1460119.326,2578899.547,4944299.105,3956851.375,3126788.465,3502298.777,2554665.793,3666508.016,3840974.289,3008912.492,1923748.756,2003670.133,2050237.805,2258464.688,2232383.439,1976167.971,3460487.438,3086563.254,2877877.078,2067245.057,2117903.662,1768577.867,1385153.416,4047349.473,3537415.941,1516674.707,4175441.27,2646946.57,2219704.977,2230994.188,1667184.756,2023729.785,3663344.664,1743449.557,2115482.426,2208153.004,1661242.168,3138817.41,2103028.566,2794744.523,2142944.625,2225921.824,2605654.875,2152202.391,1085742.555,2679115.004,1994498.033,2233615.652,1488197.049,3238954.426,2497372.18,1738755.27,2042197.748,2711271.367,3191339.992,2299114.375,1649427.469,1988999.422,2199023.375,2866796.531,2621342.906,2034521.238,1789794.646,3119224.359,3353873.211,2112170.859,2097821.184,3771081.609,1820964.066,2022686.934,2213845.406,2100778.699,2770276.016,2603621.223,1764118.432,1993252.734,3482943.457,2112884.746,3265036.984,2128209.875,2658523.285,1724443.322,1806898.449,1584373.588,2050923.256,1308941.418,809018.54,1656555.137,1650479.73,1555257.955,3048278.742,2189540.246,1669874.545
82,2950415.188,2423884.598,3516520.734,2478250.617,2418631.688,2210935.816,2438462.535,2617923.953,1642033.631,2195632.689,1487573.904,2646187.805,5192152.492,4134261.961,3263244.152,3714523.793,2624197.66,3760280.438,3980337.48,3072192.633,1971666.275,2038908.438,2122639.721,2310699.863,2271107.684,2010105.869,3520135.754,3141303.438,2973148.672,2101706.574,2168257.174,1814166.594,1408317.031,4200045.066,3608178.602,1533595.84,4283998.531,2695932.609,2279929.676,2266965.453,1707194.477,2079271.254,3780926.801,1785786.678,2161273.918,2257857.598,1686652.223,3203384.078,2160140.842,2862447.359,2201967.289,2275616.992,2668839.805,2201253.984,1108651.732,2752780.867,2035223.406,2300634.176,1512681.289,3317423.348,2571965.746,1773292.244,2088072.873,2765195.418,3279510.59,2355238.723,1676409.594,2030938.102,2260512.219,2912964.074,2694685.785,2075668.781,1814978.002,3202017.305,3421409.484,2155413.475,2134058.438,3899145.91,1861733.777,2074010.504,2250710.52,2167050.93,2837116.285,2689096.219,1793925.408,2041978.066,3546419.211,2162905.658,3376611.457,2186026.551,2735743.07,1764754.98,1846981.211,1608596.77,2099240.215,1339872.156,827073.666,1683463.83,1690172.701,1592092.422,3115546.664,2220567.807,1701441.547
83,3028569.719,2500037.387,3555486.789,2562187.32,2485908.445,2266904.184,2499077.91,2688637.895,1672042.996,2260062.885,1517067.611,2722406.109,5478717.703,4347005.711,3402063.324,3898727.547,2700033.891,3852539.605,4173078.84,3137852.926,2013800.621,2072189.732,2169842.029,2370771.816,2301139.242,2059391.436,3592525.113,3196988.23,3032385.234,2152022.572,2216067.131,1859786.131,1430868.809,4379507.406,3689113.086,1559564.057,4420365.805,2737065.156,2339327.746,2313114.656,1749028.852,2133920.59,3891062.234,1834786.779,2208167.266,2320445.613,1715760.783,3271379.586,2212915.432,2939296.141,2257873.492,2327442.586,2739411.754,2254632.324,1132376.813,2839752.723,2087514.32,2342103.996,1540295.58,3417585.324,2649863.461,1827645.537,2138860.535,2831364.57,3346601.766,2421354.215,1709822.953,2077732.74,2320986.055,2964354.773,2767381.078,2126383.715,1844294.234,3281436.152,3499917.902,2203979.748,2172474.373,4104139.969,1910090.1,2110466.848,2288915.609,2220224.596,2901624.531,2785730.781,1821583.746,2092911.355,3620265.578,2193255.076,3493889.332,2249787.91,2796747.199,1800153.637,1885812.127,1641217.463,2149562.801,1371973.195,846622.9609,1701847.594,1724518.318,1623644.266,3190265.828,2250061.746,1745615.285
84,3117053.359,2574824.465,3619935.945,2616507.141,2567265.723,2336231.098,2546644.43,2782343.961,1697065.32,2325639.535,1547511.334,2801240.527,5785686.102,4588986.383,3530645.707,3985517.449,2775282.781,3964829.148,4380535.898,3209775.527,2058453.699,2109623.574,2209925.803,2437032.863,2367134.137,2134384.238,3662634.973,3253989.734,3157720.164,2197238.789,2278195.131,1922097.238,1452796.021,4605557.781,3777307.258,1579998.4,4590250.309,2800256.859,2410246.27,2364444.117,1796233.809,2194369.422,4042870.816,1886876.611,2258701.02,2384755.887,1744914.521,3351396.75,2274963.699,3045973.754,2322776.816,2390727.953,2833231.992,2326764.469,1160543.672,2932377.051,2135517.02,2408699.012,1576752.27,3504877.277,2721005.512,1887738.76,2187301.406,2924233.363,3441187.223,2492875.832,1741965.438,2130546.375,2389418.938,3016483.539,2837798.473,2171795.988,1879630.855,3363409.789,3572015.629,2252123.971,2215704.563,4299619.383,1955318.652,2154732.387,2331017.211,2258925.619,2976436.586,2897883.809,1858083.281,2149201.318,3716903.535,2254486.23,3623667.137,2310975.586,2865140.453,1837968.631,1923633.953,1674515.514,2204109.5,1404404.977,868378.2568,1724888.887,1775283.053,1657969.244,3264542.793,2293154.613,1803373.963
85,3224242.719,2661222.203,3698114.965,2705368.586,2661181.059,2412550.086,2609459.977,2851775.332,1725642.861,2409384.195,1581499.166,2879260.547,6125558.59,4860818.262,3729043.688,4126977.871,2852715.609,4113497.926,4612559.512,3288301.59,2112992.57,2153884.242,2253415.152,2500118.676,2428613.574,2190794.16,3743923.879,3322118.004,3248764.133,2250370.887,2312289.506,1976306.207,1480113.486,4872606.164,3846920.277,1606494.736,4762791.504,2851638.805,2492160.91,2412558.891,1836493.436,2253785.813,4238698.949,1930509.563,2297377.594,2450658.988,1778196.158,3448737.539,2335494.83,3147647.305,2389140,2438007.801,2954686.094,2410525.203,1189853.686,3036661.078,2197745.902,2470767.262,1618725.637,3602125.473,2786947.543,1912455.537,2260178.938,3024687.535,3596476.914,2557278.934,1775990.713,2189788.852,2472118.637,3063719.496,2904514.91,2228554.855,1915680.1,3472260.105,3659747.043,2311511.361,2265804.303,4493442.531,1995539.602,2199294.363,2374814.148,2299811.521,3021569.035,3014056.031,1900992.697,2204545.949,3804747.82,2325983.223,3750516.664,2375525.359,2949480.598,1871234.271,1976064.313,1701882.27,2259869.93,1437598.682,892118.8037,1752325.865,1818072.09,1695777.314,3355770.656,2327200.273,1870145.129
86,3346611.684,2756477.773,3812668.996,2799771.98,2745356.105,2479781.613,2673432.816,2976619.695,1752713.768,2513688.152,1617656.605,2962923.777,6432006.48,5155173.512,3963546.543,4318838.391,2932275.699,4256805.801,4888471.258,3369599.43,2172921.988,2203944.836,2319273.82,2582918.652,2479238.352,2247920.227,3836796.48,3396009.703,3360438.566,2308201.051,2369502.783,2053559.584,1513512.277,5184975.953,3936460.289,1632754.287,5047405.094,2909696.57,2587314.938,2465987.086,1884979.465,2331343.109,4437417.137,1987307.453,2342151.371,2513168.586,1812529.271,3547290.32,2412489.531,3276122.895,2444414.039,2497096.004,3075887.453,2478397.434,1220923.596,3161527.164,2262468.66,2557786.926,1653294.115,3714470.477,2919536.965,1959493.271,2302438.164,3109670.273,3701216.516,2619114.09,1809598.646,2261835.941,2557186.293,3119915.715,2993565.605,2297816.953,1947432.803,3589941.902,3747730.801,2386356.406,2316479.781,4720048.766,2047546.117,2244683.094,2430473.305,2351536.721,3095857.25,3163539.023,1941001.693,2267403.521,3919643.84,2378007.559,3925212.996,2455066.063,3056524.434,1910988.09,2018454.92,1738973.545,2318220.098,1475357.262,918064.1426,1775450.463,1879303.246,1733247.049,3412610.609,2374795.688,1928188.451
87,3485301.262,2861605.664,3910683.484,2882753.074,2836439.684,2556729.133,2748838.156,3064050.215,1785031.074,2599440.098,1657158.391,3061478.18,6731677.289,5469371.074,4248331.602,4518845.094,3027762.695,4407388.836,5116270.914,3466338.813,2248969.58,2253149.422,2383676.57,2684078.895,2555724.586,2274694.66,3929377.809,3493931.852,3447911.859,2357854.492,2430198.084,2117193.955,1540723.211,5536300.953,4028293.875,1659522.754,5240459.563,2968161.027,2680917.023,2527988.93,1936287.539,2408832.887,4723056.68,2046869.293,2447400.441,2600651.09,1847319.301,3647911.145,2480887.41,3421529.156,2517139.313,2557148.707,3211124.539,2551028.691,1253505.023,3319144.176,2352191.668,2635766.945,1686865.586,3852721.137,3001961.613,2008671.186,2393576.406,3258749.281,3856150.621,2706232.18,1847472.125,2345785.254,2656298.957,3201765.652,3098704.559,2374842.66,1991824.023,3712277.465,3863069.188,2448219.436,2400914.559,4941986.523,2086265.098,2322581.898,2477020.262,2447440.307,3142867.859,3311314.887,1991093.211,2334250.482,4041840.906,2442437.363,4127253.477,2538523.773,3162313.699,1952518.346,2069165.396,1773298.418,2381606.934,1516727.334,943869.4277,1802179.689,1937294.064,1772956.652,3500326.164,2427613.813,2122795.529
88,3620602.863,2993904.102,4036520.813,3022878.309,2927911.293,2652839.988,2831299.082,3197791.926,1824896.664,2730022.371,1700877.896,3180631.863,7040269.031,5859510.539,4530185.926,4686879.5,3155778.191,4666685.156,5449670.227,3540791.992,2316024.508,2318558.357,2492038.668,2774985.348,2640202.414,2362839.148,4035389.973,3587795.383,3537532.895,2416226.711,2528314.283,2211824.135,1569410.453,5903465.898,4160406.023,1690578.24,5413495.203,3046704.863,2779540.637,2612831.617,1994731.895,2546929.98,5049507.32,2110043.381,2537096.723,2688036.691,1888211.307,3739562.867,2556359.234,3566470.199,2603938.973,2616323.484,3344176.18,2639322.699,1292086.262,3471141.258,2453024.168,2727992.371,1748430.732,3974290.621,3156417.922,2056336.994,2503985.852,3378047.059,4064915.801,2804168.457,1890498.34,2416091.82,2747182.953,3284051.109,3215792.598,2454853.16,2034406.557,3854033.551,3985606.258,2516327.467,2471666.73,5279697.098,2166116.477,2388897.559,2529801.766,2535868.014,3256600,3452977.348,2042354.492,2421083.402,4219617.348,2538980.094,4362420.945,2632991.523,3350571.242,1997394.457,2112956.889,1809686.258,2455057.363,1563554.174,971141.4922,1845187.973,1990232.789,1819397.146,3624032.59,2499331.488,2236971.447
89,3759955.219,3151929.844,4176580.578,3242485.828,3071370.695,2772705.789,2916295.223,3431838.316,1864824.23,2841703.418,1747505.369,3311570.215,7401972.523,6333282.398,4824070.52,5020287.695,3289370.359,4973264.281,5771972.961,3657096.82,2392162.57,2394411.816,2574676.168,2870844.957,2780830.152,2438711.547,4176150.887,3696280.648,3684186.219,2478556.543,2605278.627,2274650.66,1609391.223,6319605.742,4279430.559,1723233.77,5639522.852,3140061.066,2884632.941,2672311.336,2062459.898,2714542.309,5472551.602,2181733.904,2617825.414,2774621.055,1934364.91,3850074.102,2645624.504,3716883.145,2714715.254,2715581.461,3483457.258,2726423.992,1330572.789,3636060.543,2574497.336,2815083.074,1819540.033,4125923.086,3316248.996,2122151.107,2661886.109,3624317.734,4373542.129,2925585.781,1932287.311,2500031.637,2862134.902,3375933.629,3351065.66,2539774.805,2094815.51,3990547.125,4130347.25,2603565.525,2566544.32,5664490.789,2254824.074,2439719,2591644.488,2660993.916,3350168.078,3629910.578,2102092.98,2499650.898,4410602.586,2609320.969,4631203.914,2734357.398,3496034.68,2050991.859,2175517.131,1847910.586,2537804.805,1611507.213,1001023.477,1873873.344,2057546.174,1877898.773,3769731.219,2569420.855,2308868.168
90,3966964.875,3312198.129,4309108.914,3347572.23,3201547.137,2939177.508,3033712.211,3608112.137,1904527.252,3018879.641,1801656.369,3471713.652,7739607.383,6786377.188,5129056.82,5459618.176,3439593.465,5391848.266,6176828.195,3812883.227,2478479.316,2479745.105,2637336.684,2989884.223,2933421.668,2508124.48,4366232.766,3813185.27,3860551.758,2547905.598,2672713.189,2379185.082,1640740.855,6780596.492,4428941.836,1757041.365,5914562.453,3223773.734,3039835.895,2781367.887,2137098.875,2865651.609,5906192.148,2251827.777,2686697.234,2876905.578,1984882.621,4035103.281,2767703.559,3944955.742,2820236.703,2837162.129,3720218.117,2851877.031,1378234.752,3851864.332,2687650.641,2914687.91,1873988.955,4376292.422,3499797.352,2211551.791,2807454.191,3800591.723,4700593.344,3050947.852,1981329.049,2610763.594,3011141.535,3497083.457,3505569.25,2632344.637,2151458.49,4156064.895,4323818.949,2662655.705,2664132.34,6210009.891,2339802.914,2526258.93,2666975.934,2796221.664,3545816.918,3890286.602,2153437.359,2608327.637,4691181.453,2711645.992,5004987.266,2867752.246,3632838.809,2106130.313,2237108.871,1898262.205,2626658.902,1669810.469,1039823.402,1908605.174,2119296.092,1952375.932,3950078.414,2669694.277,2534803.246
91,4219503.805,3474481.699,4598324.359,3541406.172,3365230.176,3068656.582,3167811.848,3762152.391,1953679.568,3233162.211,1856188.645,3652652.664,8122777.297,7193041.344,5601383.52,5874681.309,3615208.234,5752866,6605220.797,3999152.203,2561824.234,2584902.328,2821178.852,3146317.266,3106773.09,2615030.539,4525492.152,3952694.27,4135078.367,2626986.758,2793936.66,2489908.484,1682446.664,7252465.125,4635347.953,1803617.637,6412796.383,3338978.645,3210304.23,2898892.887,2200558.318,3033676.004,6396017.039,2340707.816,2772191.973,3008214.047,2031779.598,4224039.457,2879054.301,4257635.641,2947700.801,2924110.859,4076524.676,3002291.133,1427812.563,4227405.715,2812814.145,3036422.199,1969697.904,4632849.375,3677364.02,2315416.199,2996939.152,3917369.176,5003285.523,3178198.711,2036192.928,2722551.516,3157409.59,3704049.836,3670921.859,2780119.039,2217269.105,4364774.305,4598301.715,2740287.855,2848617.902,6585260.656,2433136.598,2612590.637,2750322.074,2898164.865,3706168.434,4197658.016,2234449.453,2733768.91,5011879.516,2867659.152,5498752.844,3003846.578,3886677.168,2178119,2311544.477,1957597.65,2736149.742,1729767.086,1082390.072,1953161.996,2171354.348,2013727.014,4088259.586,2772849.762,2641640.008
92,4543963.289,3695899.953,4836939.641,3779883.922,3531916.219,3243632.832,3340785.988,4178327.148,2003141.4,3595000.16,1915299.371,3843286.762,8471121.828,7589610.117,5957463.758,6260934.406,3797863.574,6184707.156,7015294.586,4291639.313,2670827.547,2682852.891,2960868.363,3328250.641,3222910.801,2757899.441,4798872.27,4107150.414,4301446.738,2707016.098,2867998.738,2603481.297,1720770.869,7696767.367,4907552,1851691.385,6741534.727,3464612.41,3421198.063,3022349.148,2292441.92,3182537.125,6830462.227,2440175.973,2989636.145,3161624.133,2089229.531,4513983.578,3030906.844,4537119.988,3097774.418,3077234.648,4362957.359,3137676.391,1480413.9,4619005.563,2953050.445,3192284.164,2039305.324,4924611.07,3938382.883,2503692.605,3224155.582,4236216.32,5445032.359,3322975.996,2116896.531,2870300.328,3370246.629,3825988.965,3886152.309,2916459.879,2279683.074,4672323.813,4957120.336,2888692.453,2991186.535,7107859.477,2549087.605,2706878.809,2852433.621,3058296.238,3918750.129,4575298.156,2323437.574,2855249.797,5351972.039,3018241.84,5980441.969,3176723.215,4529159.844,2230438.043,2460186.254,2016347.795,2866545.289,1792410.188,1127820.814,1997030.771,2270745.168,2092773.836,4285314.793,2891743.215,2744726.59
93,5063267.547,3905122.539,5187584.492,4020297.844,3803946.133,3486097.551,3521153.5,4716568.539,2063634.793,3877826.043,1988275.441,4129099.828,8874706.313,7935928.398,6477941.258,6715720.266,4069294.148,6599988.82,7458014.844,4746490.836,2818975.688,2817739.164,3140347.605,3539132.254,3418020.738,2914019.91,5072487.789,4293581.934,4734931.125,2803983.32,2987920.469,2769219.543,1777049.391,8201214.57,5363256.133,1908346.432,7097021.633,3623727.18,3672398.816,3154742.598,2414194.441,3355124.637,7249069.234,2560411.828,3123893.715,3292885.766,2163820.297,4889896.805,3234135.785,5053537.055,3314355.898,3305660.141,4691033.016,3350594.73,1544677.541,5122626.859,3194098.188,3415964.242,2129314.631,5340739.234,4364799.488,2619388.141,3355166.094,4542379.945,6070109.695,3574235.176,2191660.34,3037618.246,3646315.719,4014558.633,4169480.539,3032685.602,2356235.84,5040192.594,5439315.969,2993750.031,3303754.973,7481593.977,2691012.781,2856726.445,2974433.25,3317396.438,4125493.75,5242034.508,2413074.59,3034049.719,5774110.922,3232127.609,6563681.492,3390352.992,4876023.602,2312616.363,2609956.273,2094385.668,3030841.129,1864177.088,1180417.016,2044931.133,2436022.807,2201163.773,4566400.164,3047594.598,2899230.582
94,5616908.953,4181248.805,5480288.938,4425859.164,4200510.711,3754508.438,3808358.375,5210645.063,2141298.48,4176968.801,2071384.539,4503254.992,9224693.305,8341198.141,6804037.066,7160796.117,4425599,7111975.305,7863154.531,5224894.695,2997861.902,3125071.168,3320470.809,3778368.172,3602013.184,3048904.68,5555028.133,4542963.527,5165398.082,2919985.574,3147528.316,2915434.055,1839607.828,8676833.93,5947178.078,1970219.619,7370353.07,3806807.012,3994989.379,3463173.449,2558134.113,3697298.289,7614209.844,2730635.766,3382303.305,3487885.223,2248512.926,5415260.219,3477276.418,5653686.859,3627368.914,3483792.227,5129586.445,3598650.586,1620012.254,5739505.523,3434514.395,3817390.094,2222006.512,5820264.734,4921241.566,2777726.496,3597879.262,4999347.258,6572847.234,3859543.168,2280137.27,3304489.758,3926252.164,4272014.703,4591447.934,3205082.008,2485102.043,5693066.758,6038258.984,3179928.934,3573018.523,7939351.57,2871246.086,3018927,3115643.813,3647153.109,4499685.66,5858891.25,2527675.012,3241665.043,6303627.242,3455481.066,7066404.852,3665173.105,5487498.656,2397813.234,2797950.332,2175320.785,3248693.73,1959337.77,1245909.943,2107801.773,2533701.258,2338728.254,4889734.031,3239946.184,3084266.211
95,6092858.734,4587893.734,5985885.719,4684648.414,4720044.527,4118358.277,4207476.547,5904896.023,2238279.906,4730679.023,2181769.727,5192924.031,9591593.492,8726229.297,7217531.781,7802371.535,5085942.141,7580369.945,8379437.086,5835180.383,3222047.27,3353983.324,3507404.242,4095348.125,3913899.113,3308771.098,5974763.891,4855326.645,5704184.297,3062888.195,3384257.648,3174180.84,1924783.34,9153074.883,6632197.563,2036026.848,7942986.297,4046747.668,4491641.16,3908436.656,2745684.656,4149360.852,8156543.68,2931989.266,3661846.578,3779069.359,2358596.223,6073452.969,3910964.32,6344452.219,4115633,3712592.492,5510099.023,3852779.09,1718326.643,6486117.266,3707369.043,4130113.422,2373986.398,6626332.273,5608931.148,3052018.355,4039145.219,5439934.699,7359514.563,4184897.871,2387985.777,3639055.566,4352382.945,4686907.121,5312652.844,3456298.984,2625825.957,6615958.805,6642151.883,3301311.133,4080239.488,8452694.188,3114108.094,3372192.578,3288038.266,4040440.691,4680759.926,6437367.258,2718957.676,3513844.637,6912133.953,3660408.051,7693407.352,4064508.164,6035788.309,2524068.813,3005627.152,2296057.59,3530630.828,2081054.363,1322993.873,2200174.547,2666617.893,2534140.609,5326939.773,3505359.316,3413385.129
